node_id,node_name,node_iri,ds_id,ds_name,node_attributes
1080,row,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/84/row,84,nhl_standings_1,"-0.34940456443811874,0.65625,-0.1437068199658085,0.0,-0.04101906483100829,-0.04101905653879515,-0.04101907930383498,-0.09151880601433063,-0.36044839092121284,-0.041019037962202014,-0.04101903256957834,-0.041019002246571026,0.0,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.2829671312234843,2.4478448434365254,-0.04101903449133811,-0.0410190297173573,0.20508103006989878,29.0,37.0,45.0,61.0,16.0"
1089,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/84/division_id,84,nhl_standings_1,"-0.3696856227327066,1.0,-0.844248638121808,0.0,-0.04101906483100846,-0.04101905653879538,-0.041019079303835033,-0.09151880601433063,-0.3829661864395051,-0.04101903796220238,-0.04101903256957859,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06775963568181181,1.6399999999999997,-0.04101903449133835,-0.04101902971735758,0.0,15.0,16.0,17.0,18.0,2.0"
1098,losses,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/84/losses,84,nhl_standings_1,"-0.34940456443811874,0.65625,-0.15100201408750413,0.0,-0.041019064831008326,-0.041019056538795215,-0.04101907930383507,-0.09151880601433063,-0.36044839092121284,-0.04101903796220205,-0.041019032569578354,-0.041019002246571026,0.047619047619047616,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.301131280344487,2.200597906413176,-0.041019034491338126,-0.0410190297173573,-0.026182076896457566,25.0,32.0,40.0,49.0,15.0"
1105,gamesPlayed,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/84/gamesPlayed,84,nhl_standings_1,"-0.3732646330199868,0.03125,-1.46274135716993,0.0,-0.04101906483100794,-0.04101905653879504,-0.041019079303834236,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,82.0,82.0,82.0,82.0,0.0"
1113,goalsAgainst,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/84/goalsAgainst,84,nhl_standings_1,"-0.3410535404344649,0.875,0.00617885056935972,0.0,-0.041019064831006515,-0.04101905653879367,-0.0410190793038331,-0.09151880601433063,-0.35117635747250425,-0.04101903796220084,-0.041019032569577604,-0.041019002246571026,0.03571428571428571,0.75,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.14680416461850457,2.4271925103542347,-0.041019034491337425,-0.04101902971735623,0.009025184370838128,226.0,260.0,298.0,338.0,72.0"
1121,streakNumber,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/84/streakNumber,84,nhl_standings_1,"-0.36491360901633296,0.25,-0.7913119415625941,0.0,-0.04101906483100855,-0.04101905653879543,-0.0410190793038352,-0.09151880601433063,-0.37766788161167164,-0.04101903796220233,-0.04101903256957854,-0.041019002246571026,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.5545080922554073,1.8307767226686151,-0.041019034491338306,-0.04101902971735754,0.23087626923709437,2.0,4.0,6.0,9.0,4.0"
1129,ot,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/84/ot,84,nhl_standings_1,"-0.358948591870866,0.40625,-0.40298014121942866,0.0,-0.041019064831008506,-0.04101905653879539,-0.04101907930383518,-0.09151880601433063,-0.3710450005768798,-0.04101903796220227,-0.041019032569578506,-0.041019002246571026,0.5384615384615384,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.4072359898732562,2.010128503270979,-0.04101903449133827,-0.041019029717357505,0.04505092973210821,7.0,10.0,13.0,17.0,6.0"
1137,pointsPercentage,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/84/pointsPercentage,84,nhl_standings_1,"-0.34463255072174515,0.78125,-0.05180484184140171,0.0,-0.041019064831008575,-0.04101905653879548,-0.04101907930383521,-0.09151880601433063,-0.3551500860933794,-0.0410190379622024,-0.04101903256957861,-0.041019002246571026,0.0,0.0,0.12,0.2,0.28,0.36,0.0,0.04,0.0,0.20926254190338417,2.479686511349783,-0.041019034491338376,-0.041019029717357616,-0.06603576644912341,0.4878048780487805,0.5670731707317073,0.6524390243902439,0.823170731707317,0.16463414634146345"
1145,points,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/points,85,nhl_standings_2,"-0.35059756786721213,0.8333333333333334,-0.1479405151089309,0.0,-0.04101906483100785,-0.04101905653879476,-0.04101907930383451,-0.09151880601433063,-0.3617729671281712,-0.04101903796220167,-0.04101903256957814,-0.041019002246571026,0.4,0.0,0.0,0.0,0.05,0.05,0.1,0.15,0.25,0.19296318367916118,2.623565173181611,-0.04101903449133793,-0.04101902971735704,0.02532340415548147,80.0,93.0,108.0,135.0,28.0"
1152,regulationWins,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/regulationWins,85,nhl_standings_2,"-0.3541765781544923,0.7083333333333334,-0.26074956044587905,0.0,-0.04101906483100834,-0.041019056538795194,-0.041019079303835033,-0.09151880601433063,-0.36574669574904634,-0.04101903796220203,-0.04101903256957837,-0.041019002246571026,0.11764705882352941,0.35294117647058826,0.4117647058823529,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.30757039273190906,3.07554088610705,-0.04101903449133815,-0.04101902971735734,0.44022198330168427,26.0,30.0,37.0,54.0,11.0"
1159,goalsScored,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/goalsScored,85,nhl_standings_2,"-0.34582555415083854,1.0,-0.0448583952675776,0.0,-0.04101906483100655,-0.04101905653879384,-0.04101907930383278,-0.09151880601433063,-0.35647466230033775,-0.041019037962201424,-0.0410190325695779,-0.041019002246571026,0.0,0.9583333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.10576924455856909,2.0111095380640887,-0.04101903449133766,-0.041019029717356756,-0.1917511568166905,232.0,261.0,280.0,305.0,48.0"
1167,gamesPlayed,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/gamesPlayed,85,nhl_standings_2,"-0.3732646330199868,0.041666666666666664,-1.46274135716993,0.0,-0.04101906483100794,-0.04101905653879504,-0.041019079303834236,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,82.0,82.0,82.0,82.0,0.0"
1174,ot,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/ot,85,nhl_standings_2,"-0.36252760215814617,0.4166666666666667,-0.47664072562418075,0.0,-0.04101906483100851,-0.04101905653879541,-0.04101907930383518,-0.09151880601433063,-0.37501872919775486,-0.041019037962202305,-0.04101903256957853,-0.041019002246571026,0.4,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.38635459827525936,2.023235664776307,-0.04101903449133829,-0.041019029717357526,0.041219069263062666,6.0,8.0,11.0,14.0,5.0"
1183,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/team_id,85,nhl_standings_2,"-0.34582555415083854,1.0,-0.0448583952675776,0.0,-0.04101906483100846,-0.041019056538795194,-0.0410190793038352,-0.09151880601433063,-0.35647466230033775,-0.0410190379622019,-0.04101903256957826,-0.041019002246571026,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.125,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.8319482589152545,4.704198459586319,-0.04101903449133808,-0.04101902971735736,1.4637807379116803,6.0,13.0,19.0,53.0,13.0"
1190,streakNumber,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/streakNumber,85,nhl_standings_2,"-0.3672996158745198,0.25,-0.8658476510739481,0.0,-0.041019064831008555,-0.04101905653879544,-0.0410190793038352,-0.09151880601433063,-0.38031703402558836,-0.04101903796220234,-0.04101903256957855,-0.041019002246571026,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.5951190357119042,1.9204152249134947,-0.04101903449133832,-0.04101902971735756,0.4447948502206619,2.0,3.0,6.0,8.0,4.0"
1198,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/league_id,85,nhl_standings_2,"-0.3732646330199868,0.3333333333333333,-1.46274135716993,0.0,-0.041019064831007535,-0.041019056538794764,-0.041019079303833625,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,133.0,133.0,133.0,133.0,0.0"
1204,goalsAgainst,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/goalsAgainst,85,nhl_standings_2,"-0.35059756786721213,0.8333333333333334,-0.14794051510893116,0.0,-0.04101906483100655,-0.04101905653879371,-0.0410190793038331,-0.09151880601433063,-0.3617729671281712,-0.04101903796220092,-0.04101903256957761,-0.041019002246571026,0.05,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1494004560913996,2.2333426846068494,-0.04101903449133737,-0.041019029717356145,-0.10903364138366207,222.0,264.0,279.0,330.0,57.0"
1213,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/id,85,nhl_standings_2,"-0.3720716295908934,0.6666666666666666,-1.1787617135224677,0.0,-0.04101906483100854,-0.04101905653879545,-0.04101907930383516,-0.09151880601433063,-0.3856153388534218,-0.0410190379622024,-0.041019032569578597,-0.041019002246571026,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.09090909090909091,1.0,-0.04101903449133836,-0.0410190297173576,0.0,5.0,5.0,6.0,6.0,1.0"
1221,row,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/row,85,nhl_standings_2,"-0.35298357472539893,0.75,-0.21893542602079644,0.0,-0.041019064831008284,-0.04101905653879515,-0.04101907930383493,-0.09151880601433063,-0.364422119542088,-0.04101903796220205,-0.04101903256957837,-0.041019002246571026,0.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.24907527194724272,2.715323561612549,-0.04101903449133814,-0.04101902971735734,0.4249466382461586,32.0,37.0,45.0,61.0,13.0"
1228,losses,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/losses,85,nhl_standings_2,"-0.3553695815835858,0.6666666666666666,-0.26074956044587916,0.0,-0.041019064831008326,-0.041019056538795215,-0.04101907930383507,-0.09151880601433063,-0.3670712719560047,-0.04101903796220205,-0.041019032569578354,-0.041019002246571026,0.0625,0.25,0.4375,0.25,0.0,0.0,0.0,0.0,0.0,0.3047603122658127,2.4068209109011685,-0.04101903449133813,-0.04101902971735732,-0.13210931891339714,24.0,32.0,38.0,49.0,14.0"
1236,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/division_id,85,nhl_standings_2,"-0.3708786261618,1.0,-0.9725974738397605,0.0,-0.04101906483100845,-0.04101905653879538,-0.04101907930383503,-0.09151880601433063,-0.38429076264646345,-0.04101903796220239,-0.04101903256957859,-0.041019002246571026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048029210642807414,1.5,-0.041019034491338355,-0.04101902971735758,0.0,16.0,17.0,18.0,18.0,2.0"
1244,wins,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/wins,85,nhl_standings_2,"-0.3565625850126792,0.625,-0.31229062036655597,0.0,-0.04101906483100826,-0.04101905653879513,-0.041019079303834916,-0.09151880601433063,-0.36839584816296306,-0.04101903796220202,-0.04101903256957833,-0.041019002246571026,0.0,0.2,0.26666666666666666,0.26666666666666666,0.2,0.06666666666666667,0.0,0.0,0.0,0.26364250184378196,2.5701885079041555,-0.04101903449133811,-0.04101902971735726,0.35106178767183216,31.0,40.0,50.0,65.0,19.0"
1254,pointsPercentage,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/85/pointsPercentage,85,nhl_standings_2,"-0.35059756786721213,0.8333333333333334,-0.1479405151089309,0.0,-0.041019064831008575,-0.04101905653879548,-0.04101907930383521,-0.09151880601433063,-0.3617729671281712,-0.0410190379622024,-0.04101903256957861,-0.041019002246571026,0.0,0.0,0.05,0.25,0.3,0.35,0.0,0.05,0.0,0.1929631836791612,2.6235651731816096,-0.041019034491338376,-0.041019029717357616,0.02532340415548178,0.4878048780487805,0.5670731707317073,0.6585365853658537,0.823170731707317,0.1707317073170732"
1261,weight,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/86/weight,86,nhl_prospects_1,"-0.26708732783067385,0.04699738903394256,0.28192550318066223,5.221932114882506E-4,-0.041019064831007174,-0.041019056538794195,-0.04101907930383369,-0.09151880601433063,-0.2690526326410855,-0.04101903796220132,-0.041019032569577896,-0.041019002246571026,0.7333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1540067617885063,2.0336327805634955,-0.04101903449133766,-0.041019029717356714,0.03936246910117462,156.0,178.0,201.0,240.0,45.0"
1272,midterm,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/86/midterm,86,nhl_prospects_1,"-0.302877430703476,0.031331592689295036,0.35023890894776,5.221932114882506E-4,-0.04101906483100789,-0.04101905653879434,-0.0410190793038352,-0.09151880601433063,-0.30878991884983653,-0.041019037962200355,-0.04101903256957696,-0.041019002246571026,0.4,0.16666666666666666,0.05,0.05,0.08333333333333333,0.06666666666666667,0.05,0.06666666666666667,0.06666666666666667,0.7245509521311934,2.055628780821258,-0.04101903449133673,-0.04101902971735566,0.4122342968305333,29.0,75.0,130.0,212.0,101.0"
1281,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/86/id,86,nhl_prospects_1,"1.9101439302647885,1.0,1.9090114935565605,0.0,-0.04101906483026903,-0.04101905653824174,-0.04101907930290803,-0.09151880601433063,2.1482989450579355,-0.0410190379619534,-0.04101903256944447,-0.041019002246571026,0.14151436031331593,0.0,0.0,0.0,0.0,0.0,0.001566579634464752,0.218798955613577,0.6381201044386423,0.05507221315404574,2.2980381839730795,-0.041019034491207786,-0.04101902971720657,-0.21829900507755423,90382.0,93958.0,97874.0,103178.0,7492.0"
1289,finalRank,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/86/finalRank,86,nhl_prospects_1,"-0.29929842041619575,0.03289817232375979,0.36797389818157733,5.221932114882506E-4,-0.04101906483100786,-0.04101905653879433,-0.0410190793038352,-0.09151880601433063,-0.3048161902289614,-0.04101903796220033,-0.04101903256957699,-0.041019002246571026,0.5079365079365079,0.07936507936507936,0.07936507936507936,0.06349206349206349,0.047619047619047616,0.047619047619047616,0.07936507936507936,0.031746031746031744,0.06349206349206349,0.6798378538069003,1.92191907339425,-0.04101903449133673,-0.04101902971735548,0.19726399238455344,38.0,93.0,140.0,215.0,102.0"
1297,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/86/prospectCategory_id,86,nhl_prospects_1,"-0.3696856227327066,0.0020887728459530026,-0.9968494484376813,0.0,-0.04101906483100857,-0.04101905653879546,-0.0410190793038352,-0.09151880601433063,-0.3829661864395051,-0.04101903796220238,-0.04101903256957859,-0.041019002246571026,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.447213595499958,1.6399999999999997,-0.04101903449133835,-0.04101902971735758,0.0,1.0,2.0,3.0,4.0,2.0"
1305,nhlPlayerId,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/86/nhlPlayerId,86,nhl_prospects_1,"-0.32793050271443747,0.020365535248041775,0.1717500376336141,5.221932114882506E-4,-0.04101906476415771,-0.04101905649326191,-0.04101907920252027,-0.09151880601433063,-0.3366060191959622,-0.041019037962187206,-0.041019032569564226,-0.041019002246571026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.533732181970565E-5,1.950083656572179,-0.04101903449132348,-0.041019029717353696,-0.8123753717374307,8483100.0,8484144.0,8484209.0,8484241.0,1109.0"
1313,draftYear,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/86/draftYear,86,nhl_prospects_1,"-0.3732646330199868,5.221932114882506E-4,-1.46274135716993,5.221932114882506E-4,-0.041019064830992644,-0.041019056538784626,-0.04101907930381105,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,2023.0,2023.0,2023.0,2023.0,0.0"
1321,finalRank,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/87/finalRank,87,nhl_prospects_2,"-0.3040704341325694,0.03384968445209409,0.34644132004149536,5.737234652897303E-4,-0.04101906483100781,-0.04101905653879436,-0.04101907930383519,-0.09151880601433063,-0.3101144950567949,-0.041019037962200404,-0.04101903256957702,-0.041019002246571026,0.4915254237288136,0.1016949152542373,0.0847457627118644,0.05084745762711865,0.05084745762711865,0.05084745762711865,0.06779661016949153,0.03389830508474576,0.06779661016949153,0.6245607032442214,1.9321988603369649,-0.041019034491336794,-0.04101902971735568,0.07079950401550102,43.0,99.0,144.0,208.0,101.0"
1329,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/87/id,87,nhl_prospects_2,"1.704947340460723,1.0,1.867024551664895,0.0,-0.04101906483026898,-0.04101905653824166,-0.04101907930290803,-0.09151880601433063,1.920471837461096,-0.041019037961953254,-0.041019032569443795,-0.041019002246571026,0.14457831325301204,0.0,0.0,0.0,0.0,0.0,0.0011474469305794606,0.22260470453241538,0.6316695352839932,0.05534428486019527,2.2726735681237757,-0.04101903449120709,-0.04101902971720669,-0.20567420447732646,90382.0,94005.0,97883.0,103193.0,7501.0"
1334,weight,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/87/weight,87,nhl_prospects_2,"-0.26470132097248705,0.052782558806655194,0.28152213842494656,5.737234652897303E-4,-0.04101906483100717,-0.041019056538794195,-0.04101907930383369,-0.09151880601433063,-0.26640348022716875,-0.04101903796220132,-0.04101903256957789,-0.041019002246571026,0.717391304347826,0.2826086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1555842374517312,2.0083591774396963,-0.041019034491337654,-0.04101902971735669,0.02411056452418745,156.0,179.0,202.0,240.0,46.0"
1341,midterm,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/87/midterm,87,nhl_prospects_2,"-0.31242145813622324,0.02983362019506598,0.28680489792984026,5.737234652897303E-4,-0.0410190648310079,-0.04101905653879434,-0.04101907930383519,-0.09151880601433063,-0.3193865285055035,-0.04101903796220036,-0.04101903256957707,-0.041019002246571026,0.40384615384615385,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.09615384615384616,0.057692307692307696,0.057692307692307696,0.09615384615384616,0.057692307692307696,0.6836925165077808,2.16577618414375,-0.04101903449133686,-0.04101902971735582,0.4151167806853866,35.0,79.0,124.0,212.0,89.0"
1348,nhlPlayerId,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/87/nhlPlayerId,87,nhl_prospects_2,"-0.3398605370053715,0.01663798049340218,0.03957158021034641,5.737234652897303E-4,-0.04101906476415759,-0.04101905649326191,-0.041019079202519446,-0.09151880601433063,-0.3498517812655459,-0.04101903796218788,-0.04101903256956518,-0.041019002246571026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.101539880055098E-5,1.884750798717229,-0.041019034491324456,-0.0410190297173471,-0.7644623283336787,8483105.0,8483955.0,8484204.0,8484241.0,1099.0"
1355,draftYear,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/87/draftYear,87,nhl_prospects_2,"-0.3732646330199868,5.737234652897303E-4,-1.46274135716993,5.737234652897303E-4,-0.041019064830992644,-0.041019056538784626,-0.04101907930381105,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,2023.0,2023.0,2023.0,2023.0,0.0"
1362,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/87/prospectCategory_id,87,nhl_prospects_2,"-0.3696856227327066,0.002294893861158921,-0.9940036591786072,0.0,-0.04101906483100857,-0.04101905653879546,-0.0410190793038352,-0.09151880601433063,-0.3829661864395051,-0.04101903796220238,-0.04101903256957859,-0.041019002246571026,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.447213595499958,1.6399999999999997,-0.04101903449133835,-0.04101902971735758,0.0,1.0,2.0,3.0,4.0,2.0"
1,weight,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/88/weight,88,nhl_prospects_3,"-0.26231531411430026,0.04,0.2876578607227153,4.25531914893617E-4,-0.04101906483100719,-0.041019056538794195,-0.04101907930383376,-0.09151880601433063,-0.26375432781325203,-0.04101903796220126,-0.04101903256957787,-0.041019002246571026,0.7340425531914894,0.26595744680851063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16228874468883095,2.02825035674358,-0.04101903449133763,-0.04101902971735667,-0.01906277585594828,154.0,177.0,201.0,240.0,47.0"
10,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/88/prospectCategory_id,88,nhl_prospects_3,"-0.3696856227327066,0.001702127659574468,-0.9932092408272342,0.0,-0.04101906483100857,-0.04101905653879546,-0.0410190793038352,-0.09151880601433063,-0.3829661864395051,-0.04101903796220238,-0.04101903256957859,-0.041019002246571026,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.447213595499958,1.6399999999999997,-0.04101903449133835,-0.04101902971735758,0.0,1.0,2.0,3.0,4.0,2.0"
19,draftYear,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/88/draftYear,88,nhl_prospects_3,"-0.3732646330199868,4.25531914893617E-4,-1.46274135716993,4.25531914893617E-4,-0.041019064830992644,-0.041019056538784626,-0.04101907930381105,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,2023.0,2023.0,2023.0,2023.0,0.0"
25,finalRank,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/88/finalRank,88,nhl_prospects_3,"-0.28140336897979473,0.033191489361702124,0.4670234171363959,4.25531914893617E-4,-0.041019064831007805,-0.041019056538794306,-0.04101907930383519,-0.09151880601433063,-0.28494754712458586,-0.04101903796220029,-0.041019032569577035,-0.041019002246571026,0.4358974358974359,0.1282051282051282,0.0641025641025641,0.038461538461538464,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.07692307692307693,0.6141934031628079,2.14308376989722,-0.041019034491336856,-0.04101902971735584,0.24709304321399006,52.0,95.0,140.0,219.0,88.0"
33,nhlPlayerId,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/88/nhlPlayerId,88,nhl_prospects_3,"-0.3243514924271573,0.017872340425531916,0.20481317522256917,4.25531914893617E-4,-0.04101906476415807,-0.04101905649326191,-0.04101907920251994,-0.09151880601433063,-0.33263229057508714,-0.04101903796218748,-0.041019032569564524,-0.041019002246571026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.397184580944377E-5,1.7367762708825125,-0.0410190344913236,-0.04101902971734552,-0.6301152921078289,8483089.0,8483914.0,8484194.0,8484241.0,1105.0"
41,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/88/id,88,nhl_prospects_3,"2.429100421920419,1.0,2.000337004229579,0.0,-0.041019064830268834,-0.04101905653824153,-0.04101907930290803,-0.09151880601433063,2.724489595084825,-0.041019037961953025,-0.041019032569445044,-0.041019002246571026,0.14085106382978724,0.0,0.0,0.0,0.0,0.0,0.001702127659574468,0.2195744680851064,0.6378723404255319,0.05482233101609795,2.3003725830071886,-0.041019034491208514,-0.04101902971720821,-0.21701557315309083,90418.0,94079.0,97833.0,103217.0,7415.0"
51,midterm,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/88/midterm,88,nhl_prospects_3,"-0.2873683861252617,0.031063829787234043,0.4397057598810843,4.25531914893617E-4,-0.041019064831007854,-0.04101905653879434,-0.04101907930383519,-0.09151880601433063,-0.2915704281593777,-0.041019037962200355,-0.04101903256957703,-0.041019002246571026,0.410958904109589,0.136986301369863,0.0547945205479452,0.0547945205479452,0.0958904109589041,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.0821917808219178,0.6596947261523051,2.0818875114113524,-0.041019034491336814,-0.041019029717355805,0.4002693066347175,48.0,85.0,133.0,213.0,85.0"
58,nhlPlayerId,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/89/nhlPlayerId,89,nhl_prospects_4,"-0.3076494444198496,0.01857379767827529,0.33316201094052256,3.316749585406302E-4,-0.041019064764157814,-0.04101905649326191,-0.04101907920252022,-0.09151880601433063,-0.31408822367767,-0.04101903796218725,-0.041019032569564864,-0.041019002246571026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.24298267696787E-5,1.937496656763206,-0.04101903449132428,-0.04101902971734639,-0.7604909896770238,8483087.0,8483934.0,8484190.0,8484241.0,1103.0"
64,id,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/89/id,89,nhl_prospects_4,"3.2224477022675324,1.0,2.11151021860812,0.0,-0.0410190648302687,-0.04101905653824116,-0.04101907930290803,-0.09151880601433063,3.60533277271214,-0.04101903796195234,-0.04101903256944437,-0.041019002246571026,0.14593698175787728,0.0,0.0,0.0,0.0,0.0,0.001658374792703151,0.21990049751243781,0.6325041459369818,0.05508711351384527,2.302680761586819,-0.04101903449120809,-0.0410190297172056,-0.22285812704795888,90385.0,94149.0,97886.0,103287.0,7501.0"
72,draftYear,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/89/draftYear,89,nhl_prospects_4,"-0.3732646330199868,3.316749585406302E-4,-1.46274135716993,3.316749585406302E-4,-0.041019064830992644,-0.041019056538784626,-0.04101907930381105,-0.09151880601433063,-0.3869399150603802,-0.04101903796220241,-0.04101903256957861,-0.041019002246571026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041019034491338376,-0.04101902971735762,0.0,2023.0,2023.0,2023.0,2023.0,0.0"
80,weight,http://www.essi.upc.edu/DTIM/NextiaDI/DataSource/Schema/89/weight,89,nhl_prospects_4,"-0.2563502969688332,0.03283582089552239,0.2980609679053262,3.316749585406302E-4,-0.04101906483100718,-0.041019056538794195,-0.04101907930383372,-0.09151880601433063,-0.25713144677846017,-0.04101903796220129,-0.04101903256957783,-0.041019002246571026,0.7171717171717171,0.2828282828282828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16823203266276773,1.9966506922789888,-0.0410190344913376,-0.04101902971735661,0.06231599411783354,153.0,178.0,203.0,240.0,50.0"
